"Session Type","Specification","Status","Mode","Start Time","Start Time_t","End Time","End Time_t","Queuing","Duration","GB Written","Media","Errors","Warnings","Pending DA","Running DA","Failed DA","Completed DA","Object","Files","Success","Session Owner","Session ID"
"Backup","GSL_274_UKGILP-TS03_WEEKLY","Completed","full","6/21/2022 1:00:02 PM","1655830802","6/21/2022 4:14:54 PM","1655842494","0:00","3:14","183.03","1","0","0","0","0","0","4","4","1866817","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-179"
"Backup","GSL_274_UKGILP-TS03_DAILY","Completed","incr1","6/21/2022 1:00:02 PM","1655830802","6/21/2022 2:08:49 PM","1655834929","0:00","1:08","51.16","1","0","0","0","0","0","4","4","475910","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-180"
"Backup","Oracle8 GSL00274_UKGIDA01_CQPR1_RMAN_ARC_ST","Completed","full","6/21/2022 1:00:03 PM","1655830803","6/21/2022 1:08:21 PM","1655831301","0:00","0:08","0.11","1","0","0","0","0","0","2","2","1","100%","oracle.dba@ukgida01.delphidrive.com","2022/06/21-181"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 1:00:04 PM","1655830804","6/21/2022 1:03:23 PM","1655831003","0:00","0:03","1.77","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-182"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 1:00:04 PM","1655830804","6/21/2022 1:01:15 PM","1655830875","0:00","0:01","0.49","1","0","1","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-183"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 1:00:04 PM","1655830804","6/21/2022 1:01:23 PM","1655830883","0:00","0:01","0.07","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-184"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 1:00:04 PM","1655830804","6/21/2022 1:01:24 PM","1655830884","0:00","0:01","0.16","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-185"
"Backup","Oracle8 GSL10420_CNYTDA01_SHMESPR1_RMAN_ARC_ST","Completed","full","6/21/2022 1:00:04 PM","1655830804","6/21/2022 1:09:02 PM","1655831342","0:00","0:08","5.44","1","0","0","0","0","0","4","4","1","100%","oracle.dba@cnytda01.asia.delphiauto.net","2022/06/21-186"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 1:00:04 PM","1655830804","6/21/2022 1:01:08 PM","1655830868","0:00","0:01","0.07","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-187"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 1:00:04 PM","1655830804","6/21/2022 1:01:03 PM","1655830863","0:00","0:00","0.49","2","0","2","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-188"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 1:00:04 PM","1655830804","6/21/2022 1:18:02 PM","1655831882","0:00","0:17","9.30","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-189"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 1:15:03 PM","1655831703","6/21/2022 1:18:12 PM","1655831892","0:00","0:03","0.56","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-190"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 1:19:00 PM","1655831940","6/21/2022 1:19:57 PM","1655831997","0:00","0:00","0.12","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-191"
"Backup","GSL_202_FRBLO-AP18_DAILY","Completed","incr1","6/21/2022 1:25:01 PM","1655832301","6/21/2022 1:52:57 PM","1655833977","0:00","0:27","60.32","1","0","0","0","0","0","13","13","575336","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-192"
"Backup","GSL_10304_ROIAS-AP04_DAILY","Completed","incr1","6/21/2022 1:30:01 PM","1655832601","6/21/2022 1:57:49 PM","1655834269","0:00","0:27","44.38","2","0","0","0","0","0","11","11","198383","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-193"
"Backup","GSL_10304_ROIAS-AP05_DAILY","Completed","incr1","6/21/2022 1:30:01 PM","1655832601","6/21/2022 2:45:35 PM","1655837135","0:27","1:15","26.09","1","0","1","0","0","0","9","9","256445","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-194"
"Backup","GSL_236_LUBAS-FP02_DAILY","Completed","incr1","6/21/2022 1:30:01 PM","1655832601","6/21/2022 3:04:50 PM","1655838290","0:00","1:34","18.70","3","0","0","0","0","0","6","6","1060821","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-195"
"Backup","GSL_274_UKGIL-WW01_DAILY","Completed","incr1","6/21/2022 1:30:01 PM","1655832601","6/21/2022 2:13:32 PM","1655835212","0:00","0:43","5.99","1","0","0","0","0","0","2","2","529345","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-196"
"Backup","GSL_282_UKSTO-AP12_DAILY","Completed","incr1","6/21/2022 1:30:01 PM","1655832601","6/21/2022 1:46:25 PM","1655833585","0:00","0:16","10.70","1","0","0","0","0","0","6","6","119632","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-197"
"Backup","Oracle8 GSL10420_CNYTDA01_TRAILPR1_RMAN_ONL_INCR_ST","Completed","incr1","6/21/2022 1:30:02 PM","1655832602","6/21/2022 1:45:31 PM","1655833531","0:00","0:15","0.36","1","0","0","0","0","0","6","6","1","100%","oracle.dba@cnytda01.asia.delphiauto.net","2022/06/21-198"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 1:49:01 PM","1655833741","6/21/2022 1:51:19 PM","1655833879","0:00","0:02","0.31","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-199"
"Backup","GSL_10304_ROIAS-AP06_DAILY","Completed","incr1","6/21/2022 1:50:01 PM","1655833801","6/21/2022 3:54:23 PM","1655841263","0:55","2:04","29.66","1","0","1","0","0","0","6","6","481291","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-200"
"Backup","GSL_253_PTSEI-AP02_DAILY","Completed","incr1","6/21/2022 2:00:01 PM","1655834401","6/21/2022 4:09:27 PM","1655842167","0:54","2:09","121.43","2","0","2","0","0","0","6","6","200584","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-201"
"Backup","GSL_274_UKGIL-AP22_DAILY","Completed","incr1","6/21/2022 2:00:01 PM","1655834401","6/21/2022 3:01:18 PM","1655838078","0:00","1:01","101.41","1","0","0","0","0","0","6","6","611240","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-202"
"Backup","GSL_274_UKPAR-AP08_DAILY","Completed","incr1","6/21/2022 2:00:01 PM","1655834401","6/21/2022 2:59:35 PM","1655837975","0:00","0:59","22.30","1","0","0","0","0","0","4","4","482509","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-203"
"Backup","Oracle8 GSL00274_UKGIDA01_CQPR1_RMAN_ONL_ST","Completed","incr1","6/21/2022 2:00:02 PM","1655834402","6/21/2022 2:59:17 PM","1655837957","0:00","0:59","0.15","1","0","0","0","0","0","16","16","1","100%","oracle.dba@ukgida01.delphidrive.com","2022/06/21-204"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 2:00:02 PM","1655834402","6/21/2022 2:01:23 PM","1655834483","0:00","0:01","0.16","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-205"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 2:00:02 PM","1655834402","6/21/2022 2:01:11 PM","1655834471","0:00","0:01","0.65","1","0","1","0","0","0","5","5","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-206"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 2:00:02 PM","1655834402","6/21/2022 2:04:28 PM","1655834668","0:00","0:04","3.51","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-207"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 2:00:02 PM","1655834402","6/21/2022 2:01:16 PM","1655834476","0:00","0:01","0.07","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-208"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 2:00:02 PM","1655834402","6/21/2022 2:00:48 PM","1655834448","0:00","0:00","0.49","2","0","2","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-209"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 2:00:02 PM","1655834402","6/21/2022 2:05:59 PM","1655834759","0:00","0:05","1.91","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-210"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 2:00:02 PM","1655834402","6/21/2022 2:01:01 PM","1655834461","0:00","0:00","0.08","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-211"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 2:15:02 PM","1655835302","6/21/2022 2:17:51 PM","1655835471","0:00","0:02","0.29","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-212"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 2:19:01 PM","1655835541","6/21/2022 2:20:00 PM","1655835600","0:00","0:00","0.07","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-213"
"Backup","GSL_10304_ROIAS-DB02_DAILY","Completed","incr1","6/21/2022 2:20:01 PM","1655835601","6/21/2022 5:34:24 PM","1655847264","1:34","3:14","136.43","1","0","1","0","0","0","7","7","478074","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-214"
"Backup","GSL_202_FRBLO-AP19_DAILY","Completed","incr1","6/21/2022 2:25:01 PM","1655835901","6/21/2022 3:16:12 PM","1655838972","0:00","0:51","51.23","1","0","0","0","0","0","6","6","385114","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-215"
"Backup","GSL_269_TRIZMP-AP12_DAILY","Completed/Failures","incr1","6/21/2022 2:30:02 PM","1655836202","6/21/2022 7:39:49 PM","1655854789","0:00","5:09","542.48","3","3","0","0","0","1","5","6","319545","83%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-216"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 2:49:00 PM","1655837340","6/21/2022 2:51:13 PM","1655837473","0:00","0:02","0.23","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-217"
"Backup","GSL_10304_ROIAS-FP03_DAILY","Completed","incr1","6/21/2022 2:50:01 PM","1655837401","6/21/2022 6:26:01 PM","1655850361","2:22","3:36","26.19","1","0","56","0","0","0","5","5","421766","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-218"
"Backup","GSL_236_LUBASP-BU03_DAILY","Completed","incr1","6/21/2022 3:00:01 PM","1655838001","6/21/2022 3:10:27 PM","1655838627","0:00","0:10","40.50","3","0","0","0","0","0","5","5","62523","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-219"
"Backup","GSL_236_LUBAS-DB06_DAILY","Completed","incr1","6/21/2022 3:00:01 PM","1655838001","6/21/2022 5:16:30 PM","1655846190","0:00","2:16","163.71","1","0","1","0","0","0","10","10","648332","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-220"
"Backup","GSL_274_UKPAR-AP14_DAILY","Completed","incr1","6/21/2022 3:00:01 PM","1655838001","6/21/2022 8:29:36 PM","1655857776","0:00","5:29","472.06","2","0","0","0","0","0","6","6","579016","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-221"
"Backup","SCC_WIN_TSWPRCNAP1_DAILY","Completed","incr1","6/21/2022 3:00:02 PM","1655838002","6/21/2022 3:42:47 PM","1655840567","0:00","0:42","21.56","5","0","5","0","0","0","5","5","108238","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-222"
"Backup","SCC_WIN_TSWPRCNAP2_DAILY","Completed","incr1","6/21/2022 3:00:02 PM","1655838002","6/21/2022 3:20:26 PM","1655839226","0:00","0:20","11.94","5","0","5","0","0","0","5","5","108217","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-223"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 3:00:03 PM","1655838003","6/21/2022 3:02:59 PM","1655838179","0:00","0:02","1.70","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-224"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 3:00:03 PM","1655838003","6/21/2022 3:00:58 PM","1655838058","0:00","0:00","0.49","2","0","2","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-225"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 3:00:03 PM","1655838003","6/21/2022 3:01:26 PM","1655838086","0:00","0:01","0.65","1","0","1","0","0","0","5","5","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-226"
"Backup","Oracle8 GSL10420_CNYTDA01_SPYCTPR1_RMAN_ONL_INCR_ST","Completed","incr1","6/21/2022 3:00:03 PM","1655838003","6/21/2022 3:10:54 PM","1655838654","0:00","0:10","0.31","1","0","0","0","0","0","8","8","1","100%","oracle.dba@cnytda01.asia.delphiauto.net","2022/06/21-227"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 3:00:03 PM","1655838003","6/21/2022 3:04:12 PM","1655838252","0:00","0:04","1.48","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-228"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 3:00:03 PM","1655838003","6/21/2022 3:01:10 PM","1655838070","0:00","0:01","0.08","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-229"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 3:00:03 PM","1655838003","6/21/2022 3:01:19 PM","1655838079","0:00","0:01","0.14","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-230"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 3:00:03 PM","1655838003","6/21/2022 3:01:09 PM","1655838069","0:00","0:01","0.08","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-231"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 3:15:02 PM","1655838902","6/21/2022 3:17:10 PM","1655839030","0:00","0:02","0.35","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-232"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 3:19:00 PM","1655839140","6/21/2022 3:20:04 PM","1655839204","0:00","0:01","0.12","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-233"
"Backup","GSL_202_FRBLO-TS01_DAILY","Completed/Errors","incr1","6/21/2022 3:25:02 PM","1655839502","6/21/2022 5:14:35 PM","1655846075","0:00","1:49","67.82","1","1","70","0","0","0","6","6","559973","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-234"
"Backup","Oracle8 GSL10420_CNYTDA01_HASYTPR1_RMAN_ONL_ST","Completed","incr1","6/21/2022 3:30:02 PM","1655839802","6/21/2022 3:41:13 PM","1655840473","0:00","0:11","0.21","1","0","1","0","0","0","12","12","1","100%","oracle.dba@cnytda01.delphidrive.com","2022/06/21-235"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 3:49:00 PM","1655840940","6/21/2022 3:50:24 PM","1655841024","0:00","0:01","0.29","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-236"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 4:00:03 PM","1655841603","6/21/2022 4:02:19 PM","1655841739","0:00","0:02","1.30","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-237"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 4:00:03 PM","1655841603","6/21/2022 4:01:05 PM","1655841665","0:00","0:01","0.11","1","0","1","0","0","0","3","3","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-238"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 4:00:03 PM","1655841603","6/21/2022 4:01:11 PM","1655841671","0:00","0:01","0.13","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-239"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 4:00:03 PM","1655841603","6/21/2022 4:01:04 PM","1655841664","0:00","0:01","0.49","1","0","1","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-240"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 4:00:03 PM","1655841603","6/21/2022 4:00:50 PM","1655841650","0:00","0:00","0.65","2","0","2","0","0","0","5","5","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-241"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 4:00:03 PM","1655841603","6/21/2022 4:00:55 PM","1655841655","0:00","0:00","0.08","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-242"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 4:00:03 PM","1655841603","6/21/2022 4:03:57 PM","1655841837","0:00","0:03","1.03","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-243"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 4:15:02 PM","1655842502","6/21/2022 4:18:05 PM","1655842685","0:00","0:03","0.54","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-244"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 4:19:00 PM","1655842740","6/21/2022 4:20:13 PM","1655842813","0:00","0:01","0.06","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-245"
"Backup","GSL_274_UKGIL-AP19_DAILY","Completed","incr1","6/21/2022 4:30:02 PM","1655843402","6/21/2022 5:19:45 PM","1655846385","0:00","0:49","93.10","1","0","0","0","0","0","10","10","436776","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-246"
"Backup","Oracle8 GSL10420_CNYTDA01_TRAILPR1_RMAN_ARC_ST","Completed","full","6/21/2022 4:30:02 PM","1655843402","6/21/2022 4:37:55 PM","1655843875","0:00","0:07","0.11","1","0","0","0","0","0","3","3","1","100%","oracle.dba@cnytda01.asia.delphiauto.net","2022/06/21-247"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 4:49:01 PM","1655844541","6/21/2022 4:50:29 PM","1655844629","0:00","0:01","0.09","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-248"
"Backup","GSL_202_FRBLO-DB04_DAILY","Completed","incr1","6/21/2022 5:00:01 PM","1655845201","6/21/2022 7:11:56 PM","1655853116","0:00","2:11","500.10","1","0","0","0","0","0","5","5","113456","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-249"
"Backup","GSL_74_BRSPPIR-FP02_DAILY","Completed","incr1","6/21/2022 5:00:02 PM","1655845202","6/21/2022 6:40:59 PM","1655851259","0:00","1:40","34.88","1","0","95","0","0","0","4","4","690199","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-250"
"Backup","Oracle8 GSL00202_FRBLDA03_BTPI_RMAN_ARC_ST","Completed","full","6/21/2022 5:00:02 PM","1655845202","6/21/2022 5:08:54 PM","1655845734","0:00","0:08","4.53","1","0","0","0","0","0","3","3","1","100%","oracle.dba@frblda03.delphidrive.com","2022/06/21-251"
"Backup","Oracle8 GSL00202_FRBLDA03_SPCBL_RMAN_ARC_ST","Completed","full","6/21/2022 5:00:02 PM","1655845202","6/21/2022 5:04:49 PM","1655845489","0:00","0:04","0.30","1","0","0","0","0","0","2","2","1","100%","oracle.oinstall@frblda03.delphidrive.com","2022/06/21-252"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 5:00:03 PM","1655845203","6/21/2022 5:03:01 PM","1655845381","0:00","0:02","1.67","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-253"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 5:00:03 PM","1655845203","6/21/2022 5:03:19 PM","1655845399","0:00","0:03","0.82","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-254"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 5:00:03 PM","1655845203","6/21/2022 5:01:07 PM","1655845267","0:00","0:01","0.14","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-255"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ONL_INCR_DAILY","Completed","incr1","6/21/2022 5:00:03 PM","1655845203","6/21/2022 6:35:17 PM","1655850917","0:00","1:35","54.56","6","0","6","0","0","0","24","24","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-256"
"Backup","Oracle8 GSL10420_CNYTDA01_TPUMPPR1_RMAN_ARC_ST","Completed","full","6/21/2022 5:00:03 PM","1655845203","6/21/2022 5:08:33 PM","1655845713","0:00","0:08","2.42","1","0","0","0","0","0","3","3","1","100%","oracle.dba@cnytda01.asia.delphiauto.net","2022/06/21-257"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 5:00:03 PM","1655845203","6/21/2022 5:01:04 PM","1655845264","0:00","0:01","0.08","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-258"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 5:00:03 PM","1655845203","6/21/2022 5:00:59 PM","1655845259","0:00","0:00","0.07","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-259"
"Backup","Oracle8 GSL10420_CNYTDA01_HASYTPR1_RMAN_ARC_ST","Completed","full","6/21/2022 5:00:03 PM","1655845203","6/21/2022 5:16:23 PM","1655846183","0:08","0:16","0.08","1","0","2","0","0","0","3","3","1","100%","oracle.dba@cnytda01.delphidrive.com","2022/06/21-260"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 5:00:03 PM","1655845203","6/21/2022 5:00:45 PM","1655845245","0:00","0:00","0.65","2","0","2","0","0","0","5","5","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-261"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 5:00:03 PM","1655845203","6/21/2022 5:01:03 PM","1655845263","0:00","0:01","0.49","1","0","1","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-262"
"Backup","GSL_274_UKGIDA01_DAILY","Completed","incr1","6/21/2022 5:15:01 PM","1655846101","6/21/2022 6:29:39 PM","1655850579","0:00","1:14","338.38","1","0","14","0","0","0","10","10","16840","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-263"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 5:15:02 PM","1655846102","6/21/2022 5:17:15 PM","1655846235","0:00","0:02","0.17","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-264"
