#List of Sessions
#Cell Manager: usoktul-ap20.delphidrive.com
#Creation Date: 8/24/2022 5:21:52 AM
# Headers
# Session Type	Specification	Status	Mode	Start Time	Start Time_t	End Time	End Time_t	Queuing	Duration	GB Written	# Media	# Errors	# Warnings	# Pending DA	# Running DA	# Failed DA	# Completed DA	# Objects	# Files	Success	Session Owner	Session ID
Backup	Oracle8 CDC_BKP_CAT_SFGST1_ARC_ST_FULL	Completed	full	8/23/2022 10:30:01 AM	1661268601	8/23/2022 10:32:38 AM	1661268758	0:00	0:02	0.84	1	0	1	0	0	0	5	5	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-185
Backup	Oracle8 CDC_BKP_CAT_DG1_ARC_ST_FULL	Completed	full	8/23/2022 10:45:01 AM	1661269501	8/23/2022 10:46:58 AM	1661269618	0:00	0:01	0.48	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvgrdbc.delphidrive.com	2022/08/23-186
Backup	Oracle8 CDC_BKP_CAT_STRLGDV_RAC_ARC_ST_FULL	Completed	full	8/23/2022 10:45:01 AM	1661269501	8/23/2022 10:46:10 AM	1661269570	0:00	0:01	0.38	2	0	2	0	0	0	4	4	1	100%	oracle.dba@tcldvracn1a.delphidrive.com	2022/08/23-187
Backup	Oracle8 CDC_BKP_CAT_SG1_ARC_ST_FULL	Completed	full	8/23/2022 10:45:01 AM	1661269501	8/23/2022 10:45:56 AM	1661269556	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclsbgrdbc.delphidrive.com	2022/08/23-188
Backup	Oracle8 CDC_BKP_CAT_DP1_ARC_ST_FULL	Completed	full	8/23/2022 11:00:09 AM	1661270409	8/23/2022 11:01:11 AM	1661270471	0:00	0:01	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvepdbc.delphidrive.com	2022/08/23-189
Backup	Oracle8 CDC_BKP_CAT_IIBST1_ARC_ST_FULL	Completed	full	8/23/2022 11:00:09 AM	1661270409	8/23/2022 11:01:11 AM	1661270471	0:00	0:01	0.06	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaibdbc.delphidrive.com	2022/08/23-190
Backup	Oracle8 CDC_BKP_CAT_B2BDEV_ARC_ST_FULL	Completed	full	8/23/2022 11:00:09 AM	1661270409	8/23/2022 11:01:11 AM	1661270471	0:00	0:01	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-191
Backup	Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY	Completed	full	8/23/2022 11:00:09 AM	1661270409	8/23/2022 11:03:07 AM	1661270587	0:00	0:02	1.19	1	0	0	0	0	0	3	3	0	100%	orapr1.dba@tsuprr3db1.delphidrive.com	2022/08/23-192
Backup	Oracle8 CDC_BKP_CAT_DV1_ARC_ST_FULL	Completed	full	8/23/2022 11:00:09 AM	1661270409	8/23/2022 11:02:00 AM	1661270520	0:00	0:01	0.15	1	0	1	0	0	0	2	2	0	100%	oracle.dba@tcudvr3dbc.delphidrive.com	2022/08/23-193
Backup	Oracle8 CDC_BKP_CAT_CCDEV_ARC_ST_FULL	Completed	full	8/23/2022 11:15:01 AM	1661271301	8/23/2022 11:15:49 AM	1661271349	0:00	0:00	0.01	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-194
Backup	Oracle8 CDC_BKP_CAT_QP1_ARC_ST_FULL	Completed	full	8/23/2022 11:15:01 AM	1661271301	8/23/2022 11:16:00 AM	1661271360	0:00	0:00	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaepdbc.delphidrive.com	2022/08/23-195
Backup	Oracle8 CDC_BKP_CAT_QA1_ARC_ST_FULL	Completed	full	8/23/2022 11:15:01 AM	1661271301	8/23/2022 11:16:40 AM	1661271400	0:00	0:01	0.07	2	0	2	0	0	0	6	6	0	100%	oracle.dba@dtqa1dbc.delphidrive.com	2022/08/23-196
Backup	Oracle8 CDC_BKP_CAT_QG1_ARC_ST_FULL	Completed	full	8/23/2022 11:15:01 AM	1661271301	8/23/2022 11:15:53 AM	1661271353	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqagrdbc.delphidrive.com	2022/08/23-197
Backup	Oracle8 CDC_BKP_CAT_DE1_ARC_ST_FULL	Completed	full	8/23/2022 11:30:01 AM	1661272201	8/23/2022 11:31:21 AM	1661272281	0:00	0:01	0.14	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvecdbc.delphidrive.com	2022/08/23-198
Backup	Oracle8 CDC_BKP_CAT_SCCST1_ARC_ST_FULL	Completed	full	8/23/2022 11:30:01 AM	1661272201	8/23/2022 11:30:45 AM	1661272245	0:00	0:00	0.02	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-199
Backup	Oracle8 CDC_BKP_CAT_RE1_ARC_ST_FULL	Completed	full	8/23/2022 11:30:01 AM	1661272201	8/23/2022 11:30:55 AM	1661272255	0:00	0:00	0.09	1	0	1	0	0	0	3	3	1	100%	oracle.dba@dtre1dbc.delphidrive.com	2022/08/23-200
Backup	Oracle8 CDC_BKP_CAT_SFGST1_ARC_ST_FULL	Completed	full	8/23/2022 11:30:01 AM	1661272201	8/23/2022 11:32:59 AM	1661272379	0:00	0:02	1.00	1	0	1	0	0	0	5	5	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-201
Backup	Oracle8 CDC_BKP_CAT_SE1_ARC_ST_FULL	Completed	full	8/23/2022 11:30:01 AM	1661272201	8/23/2022 11:31:23 AM	1661272283	0:00	0:01	0.28	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclsbecdb.delphidrive.com	2022/08/23-202
Backup	Oracle8 CDC_BKP_CAT_DG1_ARC_ST_FULL	Completed	full	8/23/2022 11:45:01 AM	1661273101	8/23/2022 11:45:46 AM	1661273146	0:00	0:00	0.03	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvgrdbc.delphidrive.com	2022/08/23-203
Backup	Oracle8 CDC_BKP_CAT_SG1_ARC_ST_FULL	Completed	full	8/23/2022 11:45:01 AM	1661273101	8/23/2022 11:45:49 AM	1661273149	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclsbgrdbc.delphidrive.com	2022/08/23-204
Backup	Oracle8 CDC_BKP_CAT_STRLGDV_RAC_ARC_ST_FULL	Completed	full	8/23/2022 11:45:01 AM	1661273101	8/23/2022 11:46:19 AM	1661273179	0:00	0:01	0.21	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvracn1a.delphidrive.com	2022/08/23-205
Backup	Oracle8 CDC_BKP_CAT_DP1_ARC_ST_FULL	Completed	full	8/23/2022 12:00:04 PM	1661274004	8/23/2022 12:00:56 PM	1661274056	0:00	0:00	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvepdbc.delphidrive.com	2022/08/23-206
Backup	Oracle8 CDC_BKP_CAT_B2BDEV_ARC_ST_FULL	Completed	full	8/23/2022 12:00:04 PM	1661274004	8/23/2022 12:00:58 PM	1661274058	0:00	0:00	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-207
Backup	Oracle8 CDC_BKP_CAT_DV1_ARC_ST_FULL	Completed	full	8/23/2022 12:00:04 PM	1661274004	8/23/2022 12:01:56 PM	1661274116	0:00	0:01	0.15	1	0	1	0	0	0	2	2	0	100%	oracle.dba@tcudvr3dbc.delphidrive.com	2022/08/23-208
Backup	Oracle8 CDC_BKP_CAT_IIBST1_ARC_ST_FULL	Completed	full	8/23/2022 12:00:04 PM	1661274004	8/23/2022 12:00:53 PM	1661274053	0:00	0:00	0.01	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqaibdbc.delphidrive.com	2022/08/23-209
Backup	Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY	Completed	full	8/23/2022 12:00:05 PM	1661274005	8/23/2022 12:09:15 PM	1661274555	0:00	0:09	9.66	1	0	0	0	0	0	3	3	0	100%	orapr1.dba@tsuprr3db1.delphidrive.com	2022/08/23-210
Backup	Oracle8 CDC_BKP_CAT_QA1_ARC_ST_FULL	Completed	full	8/23/2022 12:15:02 PM	1661274902	8/23/2022 12:16:43 PM	1661275003	0:00	0:01	0.05	2	0	2	0	0	0	6	6	0	100%	oracle.dba@dtqa1dbc.delphidrive.com	2022/08/23-212
Backup	Oracle8 CDC_BKP_CAT_CCDEV_ARC_ST_FULL	Completed	full	8/23/2022 12:15:02 PM	1661274902	8/23/2022 12:15:46 PM	1661274946	0:00	0:00	0.01	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-213
Backup	Oracle8 CDC_BKP_CAT_QG1_ARC_ST_FULL	Completed	full	8/23/2022 12:15:02 PM	1661274902	8/23/2022 12:15:49 PM	1661274949	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqagrdbc.delphidrive.com	2022/08/23-214
Backup	Oracle8 CDC_BKP_CAT_QP1_ARC_ST_FULL	Completed	full	8/23/2022 12:15:02 PM	1661274902	8/23/2022 12:15:53 PM	1661274953	0:00	0:00	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaepdbc.delphidrive.com	2022/08/23-215
Backup	Oracle8 CDC_BKP_CAT_DE1_ARC_ST_FULL	Completed	full	8/23/2022 12:30:01 PM	1661275801	8/23/2022 12:31:17 PM	1661275877	0:00	0:01	0.13	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvecdbc.delphidrive.com	2022/08/23-216
Backup	Oracle8 CDC_BKP_CAT_RE1_ARC_ST_FULL	Completed	full	8/23/2022 12:30:02 PM	1661275802	8/23/2022 12:31:14 PM	1661275874	0:00	0:01	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@dtre1dbc.delphidrive.com	2022/08/23-217
Backup	Oracle8 CDC_BKP_CAT_SFGST1_ARC_ST_FULL	Completed	full	8/23/2022 12:30:02 PM	1661275802	8/23/2022 12:33:00 PM	1661275980	0:00	0:02	1.00	1	0	1	0	0	0	5	5	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-218
Backup	Oracle8 CDC_BKP_CAT_SCCST1_ARC_ST_FULL	Completed	full	8/23/2022 12:30:02 PM	1661275802	8/23/2022 12:30:46 PM	1661275846	0:00	0:00	0.02	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-219
Backup	Oracle8 CDC_BKP_CAT_SE1_ARC_ST_FULL	Completed	full	8/23/2022 12:30:02 PM	1661275802	8/23/2022 12:31:16 PM	1661275876	0:00	0:01	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclsbecdb.delphidrive.com	2022/08/23-220
Backup	Oracle8 CDC_BKP_CAT_DG1_ARC_ST_FULL	Completed	full	8/23/2022 12:45:01 PM	1661276701	8/23/2022 12:45:46 PM	1661276746	0:00	0:00	0.03	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvgrdbc.delphidrive.com	2022/08/23-221
Backup	Oracle8 CDC_BKP_CAT_SG1_ARC_ST_FULL	Completed	full	8/23/2022 12:45:01 PM	1661276701	8/23/2022 12:45:48 PM	1661276748	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclsbgrdbc.delphidrive.com	2022/08/23-222
Backup	Oracle8 CDC_BKP_CAT_STRLGDV_RAC_ARC_ST_FULL	Completed	full	8/23/2022 12:45:01 PM	1661276701	8/23/2022 12:46:51 PM	1661276811	0:00	0:01	1.21	4	0	4	0	0	0	6	6	1	100%	oracle.dba@tcldvracn1a.delphidrive.com	2022/08/23-223
Backup	Oracle8 CDC_BKP_CAT_DP1_ARC_ST_FULL	Completed	full	8/23/2022 1:00:01 PM	1661277601	8/23/2022 1:00:54 PM	1661277654	0:00	0:00	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvepdbc.delphidrive.com	2022/08/23-224
Backup	Oracle8 CDC_BKP_CAT_DV1_ARC_ST_FULL	Completed	full	8/23/2022 1:00:01 PM	1661277601	8/23/2022 1:01:51 PM	1661277711	0:00	0:01	0.15	1	0	1	0	0	0	2	2	0	100%	oracle.dba@tcudvr3dbc.delphidrive.com	2022/08/23-225
Backup	Oracle8 CDC_BKP_CAT_B2BDEV_ARC_ST_FULL	Completed	full	8/23/2022 1:00:01 PM	1661277601	8/23/2022 1:00:54 PM	1661277654	0:00	0:00	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-226
Backup	Oracle8 CDC_BKP_CAT_IIBST1_ARC_ST_FULL	Completed	full	8/23/2022 1:00:01 PM	1661277601	8/23/2022 1:00:44 PM	1661277644	0:00	0:00	0.01	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqaibdbc.delphidrive.com	2022/08/23-227
Backup	Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY	Completed	full	8/23/2022 1:00:01 PM	1661277601	8/23/2022 1:03:40 PM	1661277820	0:00	0:03	2.03	1	0	0	0	0	0	3	3	0	100%	orapr1.dba@tsuprr3db1.delphidrive.com	2022/08/23-228
Backup	Oracle8 CDC_BKP_CAT_CCDEV_ARC_ST_FULL	Completed	full	8/23/2022 1:15:01 PM	1661278501	8/23/2022 1:15:44 PM	1661278544	0:00	0:00	0.01	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-229
Backup	Oracle8 CDC_BKP_CAT_QP1_ARC_ST_FULL	Completed	full	8/23/2022 1:15:01 PM	1661278501	8/23/2022 1:15:52 PM	1661278552	0:00	0:00	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaepdbc.delphidrive.com	2022/08/23-230
Backup	Oracle8 CDC_BKP_CAT_QG1_ARC_ST_FULL	Completed	full	8/23/2022 1:15:01 PM	1661278501	8/23/2022 1:15:47 PM	1661278547	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqagrdbc.delphidrive.com	2022/08/23-231
Backup	Oracle8 CDC_BKP_CAT_QA1_ARC_ST_FULL	Completed	full	8/23/2022 1:15:01 PM	1661278501	8/23/2022 1:16:42 PM	1661278602	0:00	0:01	0.05	2	0	2	0	0	0	6	6	0	100%	oracle.dba@dtqa1dbc.delphidrive.com	2022/08/23-232
Backup	Oracle8 CDC_BKP_CAT_SFGST1_ARC_ST_FULL	Completed	full	8/23/2022 1:30:06 PM	1661279406	8/23/2022 1:32:47 PM	1661279567	0:00	0:02	0.84	1	0	1	0	0	0	5	5	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-233
Backup	Oracle8 CDC_BKP_CAT_RE1_ARC_ST_FULL	Completed	full	8/23/2022 1:30:06 PM	1661279406	8/23/2022 1:31:18 PM	1661279478	0:00	0:01	0.09	1	0	1	0	0	0	3	3	1	100%	oracle.dba@dtre1dbc.delphidrive.com	2022/08/23-234
Backup	Oracle8 CDC_BKP_CAT_DE1_ARC_ST_FULL	Completed	full	8/23/2022 1:30:06 PM	1661279406	8/23/2022 1:31:18 PM	1661279478	0:00	0:01	0.14	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvecdbc.delphidrive.com	2022/08/23-235
Backup	Oracle8 CDC_BKP_CAT_SCCST1_ARC_ST_FULL	Completed	full	8/23/2022 1:30:06 PM	1661279406	8/23/2022 1:30:49 PM	1661279449	0:00	0:00	0.02	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-236
Backup	Oracle8 CDC_BKP_CAT_SE1_ARC_ST_FULL	Completed	full	8/23/2022 1:30:06 PM	1661279406	8/23/2022 1:31:18 PM	1661279478	0:00	0:01	0.11	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclsbecdb.delphidrive.com	2022/08/23-237
Backup	Oracle8 CDC_BKP_CAT_DG1_ARC_ST_FULL	Completed	full	8/23/2022 1:45:01 PM	1661280301	8/23/2022 1:45:44 PM	1661280344	0:00	0:00	0.03	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvgrdbc.delphidrive.com	2022/08/23-238
Backup	Oracle8 CDC_BKP_CAT_STRLGDV_RAC_ARC_ST_FULL	Completed	full	8/23/2022 1:45:01 PM	1661280301	8/23/2022 1:46:52 PM	1661280412	0:00	0:01	1.21	4	0	4	0	0	0	6	6	1	100%	oracle.dba@tcldvracn1a.delphidrive.com	2022/08/23-239
Backup	Oracle8 CDC_BKP_CAT_SG1_ARC_ST_FULL	Completed	full	8/23/2022 1:45:01 PM	1661280301	8/23/2022 1:45:47 PM	1661280347	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclsbgrdbc.delphidrive.com	2022/08/23-240
Backup	Oracle8 CDC_BKP_CAT_DP1_ARC_ST_FULL	Completed	full	8/23/2022 2:00:01 PM	1661281201	8/23/2022 2:00:53 PM	1661281253	0:00	0:00	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvepdbc.delphidrive.com	2022/08/23-241
Backup	Oracle8 CDC_BKP_CAT_B2BDEV_ARC_ST_FULL	Completed	full	8/23/2022 2:00:01 PM	1661281201	8/23/2022 2:00:54 PM	1661281254	0:00	0:00	0.11	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-242
Backup	Oracle8 CDC_BKP_CAT_DV1_ARC_ST_FULL	Completed	full	8/23/2022 2:00:01 PM	1661281201	8/23/2022 2:01:50 PM	1661281310	0:00	0:01	0.15	1	0	1	0	0	0	2	2	0	100%	oracle.dba@tcudvr3dbc.delphidrive.com	2022/08/23-243
Backup	Oracle8 CDC_BKP_CAT_IIBST1_ARC_ST_FULL	Completed	full	8/23/2022 2:00:01 PM	1661281201	8/23/2022 2:00:45 PM	1661281245	0:00	0:00	0.01	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqaibdbc.delphidrive.com	2022/08/23-244
Backup	Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY	Completed	full	8/23/2022 2:00:01 PM	1661281201	8/23/2022 2:03:02 PM	1661281382	0:00	0:03	1.26	1	0	0	0	0	0	3	3	0	100%	orapr1.dba@tsuprr3db1.delphidrive.com	2022/08/23-245
Backup	IDB CDC_BKP_CAT_IDB_FULL_DAILY	Completed	full	8/23/2022 2:00:01 PM	1661281201	8/23/2022 2:09:52 PM	1661281792	0:00	0:09	97.04	3	0	4	0	0	0	16	16	246246	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-246
Backup	Oracle8 CDC_BKP_CAT_CCDEV_ARC_ST_FULL	Completed	full	8/23/2022 2:15:01 PM	1661282101	8/23/2022 2:16:02 PM	1661282162	0:00	0:01	0.07	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-247
Backup	Oracle8 CDC_BKP_CAT_QG1_ARC_ST_FULL	Completed	full	8/23/2022 2:15:01 PM	1661282101	8/23/2022 2:16:02 PM	1661282162	0:00	0:01	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqagrdbc.delphidrive.com	2022/08/23-248
Backup	Oracle8 CDC_BKP_CAT_QA1_ARC_ST_FULL	Completed	full	8/23/2022 2:15:01 PM	1661282101	8/23/2022 2:16:39 PM	1661282199	0:00	0:01	0.05	2	0	2	0	0	0	6	6	0	100%	oracle.dba@dtqa1dbc.delphidrive.com	2022/08/23-249
Backup	Oracle8 CDC_BKP_CAT_QP1_ARC_ST_FULL	Completed	full	8/23/2022 2:15:01 PM	1661282101	8/23/2022 2:16:06 PM	1661282166	0:00	0:01	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaepdbc.delphidrive.com	2022/08/23-250
Backup	Oracle8 CDC_BKP_CAT_DE1_ARC_ST_FULL	Completed	full	8/23/2022 2:30:01 PM	1661283001	8/23/2022 2:31:22 PM	1661283082	0:00	0:01	0.14	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvecdbc.delphidrive.com	2022/08/23-251
Backup	Oracle8 CDC_BKP_CAT_RE1_ARC_ST_FULL	Completed	full	8/23/2022 2:30:01 PM	1661283001	8/23/2022 2:31:04 PM	1661283064	0:00	0:01	0.09	1	0	1	0	0	0	3	3	1	100%	oracle.dba@dtre1dbc.delphidrive.com	2022/08/23-252
Backup	Oracle8 CDC_BKP_CAT_SE1_ARC_ST_FULL	Completed	full	8/23/2022 2:30:01 PM	1661283001	8/23/2022 2:31:03 PM	1661283063	0:00	0:01	0.12	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclsbecdb.delphidrive.com	2022/08/23-253
Backup	Oracle8 CDC_BKP_CAT_SFGST1_ARC_ST_FULL	Completed	full	8/23/2022 2:30:01 PM	1661283001	8/23/2022 2:32:40 PM	1661283160	0:00	0:02	0.84	1	0	1	0	0	0	5	5	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-254
Backup	Oracle8 CDC_BKP_CAT_SCCST1_ARC_ST_FULL	Completed	full	8/23/2022 2:30:01 PM	1661283001	8/23/2022 2:30:52 PM	1661283052	0:00	0:00	0.02	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-255
Backup	Oracle8 CDC_BKP_CAT_SG1_ARC_ST_FULL	Completed	full	8/23/2022 2:45:02 PM	1661283902	8/23/2022 2:45:59 PM	1661283959	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclsbgrdbc.delphidrive.com	2022/08/23-256
Backup	Oracle8 CDC_BKP_CAT_DG1_ARC_ST_FULL	Completed	full	8/23/2022 2:45:02 PM	1661283902	8/23/2022 2:45:51 PM	1661283951	0:00	0:00	0.03	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvgrdbc.delphidrive.com	2022/08/23-257
Backup	Oracle8 CDC_BKP_CAT_STRLGDV_RAC_ARC_ST_FULL	Completed	full	8/23/2022 2:45:02 PM	1661283902	8/23/2022 2:45:48 PM	1661283948	0:00	0:00	0.02	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvracn1a.delphidrive.com	2022/08/23-258
Backup	Oracle8 CDC_BKP_CAT_B2BDEV_ARC_ST_FULL	Completed	full	8/23/2022 3:00:01 PM	1661284801	8/23/2022 3:01:01 PM	1661284861	0:00	0:01	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-259
Backup	Oracle8 CDC_BKP_CAT_DP1_ARC_ST_FULL	Completed	full	8/23/2022 3:00:01 PM	1661284801	8/23/2022 3:01:01 PM	1661284861	0:00	0:01	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvepdbc.delphidrive.com	2022/08/23-260
Backup	Oracle8 CDC_BKP_CAT_IIBST1_ARC_ST_FULL	Completed	full	8/23/2022 3:00:01 PM	1661284801	8/23/2022 3:01:02 PM	1661284862	0:00	0:01	0.06	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaibdbc.delphidrive.com	2022/08/23-261
Backup	Oracle8 CDC_BKP_CAT_DV1_ARC_ST_FULL	Completed	full	8/23/2022 3:00:01 PM	1661284801	8/23/2022 3:01:53 PM	1661284913	0:00	0:01	0.15	1	0	1	0	0	0	2	2	0	100%	oracle.dba@tcudvr3dbc.delphidrive.com	2022/08/23-262
Backup	Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY	Completed	full	8/23/2022 3:00:01 PM	1661284801	8/23/2022 3:03:00 PM	1661284980	0:00	0:02	1.14	1	0	0	0	0	0	3	3	0	100%	orapr1.dba@tsuprr3db1.delphidrive.com	2022/08/23-263
Backup	Oracle8 CDC_BKP_CAT_CCDEV_ARC_ST_FULL	Completed	full	8/23/2022 3:15:01 PM	1661285701	8/23/2022 3:15:56 PM	1661285756	0:00	0:00	0.07	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-264
Backup	Oracle8 CDC_BKP_CAT_QP1_ARC_ST_FULL	Completed	full	8/23/2022 3:15:01 PM	1661285701	8/23/2022 3:15:56 PM	1661285756	0:00	0:00	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaepdbc.delphidrive.com	2022/08/23-265
Backup	Oracle8 CDC_BKP_CAT_QA1_ARC_ST_FULL	Completed	full	8/23/2022 3:15:01 PM	1661285701	8/23/2022 3:16:38 PM	1661285798	0:00	0:01	0.05	2	0	2	0	0	0	6	6	0	100%	oracle.dba@dtqa1dbc.delphidrive.com	2022/08/23-266
Backup	Oracle8 CDC_BKP_CAT_QG1_ARC_ST_FULL	Completed	full	8/23/2022 3:15:01 PM	1661285701	8/23/2022 3:15:56 PM	1661285756	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqagrdbc.delphidrive.com	2022/08/23-267
Backup	Oracle8 CDC_BKP_CAT_DE1_ARC_ST_FULL	Completed	full	8/23/2022 3:30:01 PM	1661286601	8/23/2022 3:31:22 PM	1661286682	0:00	0:01	0.13	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvecdbc.delphidrive.com	2022/08/23-268
Backup	Oracle8 CDC_BKP_CAT_RE1_ARC_ST_FULL	Completed	full	8/23/2022 3:30:01 PM	1661286601	8/23/2022 3:31:25 PM	1661286685	0:00	0:01	0.27	1	0	1	0	0	0	3	3	1	100%	oracle.dba@dtre1dbc.delphidrive.com	2022/08/23-269
Backup	Oracle8 CDC_BKP_CAT_SCCST1_ARC_ST_FULL	Completed	full	8/23/2022 3:30:01 PM	1661286601	8/23/2022 3:30:53 PM	1661286653	0:00	0:00	0.02	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-270
Backup	Oracle8 CDC_BKP_CAT_SE1_ARC_ST_FULL	Completed	full	8/23/2022 3:30:01 PM	1661286601	8/23/2022 3:31:18 PM	1661286678	0:00	0:01	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclsbecdb.delphidrive.com	2022/08/23-271
Backup	Oracle8 CDC_BKP_CAT_SFGST1_ARC_ST_FULL	Completed	full	8/23/2022 3:30:01 PM	1661286601	8/23/2022 3:33:04 PM	1661286784	0:00	0:03	1.00	1	0	1	0	0	0	5	5	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-272
Backup	Oracle8 CDC_BKP_CAT_DG1_ARC_ST_FULL	Completed	full	8/23/2022 3:45:01 PM	1661287501	8/23/2022 3:45:45 PM	1661287545	0:00	0:00	0.03	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvgrdbc.delphidrive.com	2022/08/23-273
Backup	Oracle8 CDC_BKP_CAT_SG1_ARC_ST_FULL	Completed	full	8/23/2022 3:45:01 PM	1661287501	8/23/2022 3:45:47 PM	1661287547	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclsbgrdbc.delphidrive.com	2022/08/23-274
Backup	Oracle8 CDC_BKP_CAT_STRLGDV_RAC_ARC_ST_FULL	Completed	full	8/23/2022 3:45:01 PM	1661287501	8/23/2022 3:46:51 PM	1661287611	0:00	0:01	0.89	3	0	3	0	0	0	5	5	1	100%	oracle.dba@tcldvracn1a.delphidrive.com	2022/08/23-275
